ID,Date,Condition,Collector,Location,DS,IC,Comp,Age,Gender,Student,Mjr.Occ,ES1,ES2,ES3,ES4,ES5,ES6,ES7,ES8,Imp.1,Eff.1,Exc,Comments,Collection,DV,filter_$
A420,6/9/17,L,LH,Charlottes,1,1,1,51,F,Y,Teacher,5,5,6,5,7,5,5,5,7,2,0,NA,2,5.333333333,1
A421,6/9/17,H,LH,Charlottes,1,1,1,43,M,N,0,5,3,1,6,5,4,5,5,6,6,0,NA,2,4.5,1
A422,6/9/17,H,LH,Charlottes,1,1,1,22,F,N,Journalism,6,5,6,6,7,7,7,4,2,3,0,NA,2,6,1
A423,6/9/17,H,LH,Charlottes,1,2,1,41,F,N,Physical therapist,5,5,7,5,7,6,6,5,6,6,0,Pa,2,5.666666667,1
A424,6/9/17,H,LH,Charlottes,1,2,1,23,F,N,Operations manager charlottesville opera,4,3,3,4,5,5,5,4,6,5,0,NA,2,4.333333333,1
A425,6/9/17,H,LH,Charlottes,1,1,1,25,F,Y,Higher education,5,6,6,6,3,5,5,4,6,6,1,Ex,2,4.666666667,0
A426,6/9/17,H,LH,Charlottes,1,1,1,27,M,N,"Associate account manager, search engine opti",5,5,6,6,4,5,6,5,5,5,0,NA,2,5,1
A427,6/9/17,H,LH,Charlottes,1,1,1,24,F,N,Police department,5,6,6,6,5,6,5,5,7,7,0,NA,2,5.333333333,1
A428,6/9/17,H,LH,Charlottes,1,1,1,23,M,N,Naval officer,5,5,5,6,7,5,6,5,4,5,0,NA,2,5.5,1
A429,6/9/17,H,LH,Charlottes,1,1,1,52,F,N,Education,5, , ,5,5,5,6,5,6,5,0,Po,2,5.2,1
A430,6/10/17,H,LH,Charlottes,1,2,1,26,M,N,Designer,7,5,6,6,7,7,7,5,5,5,1,Ex,2,6.333333333,0
A431,6/10/17,L,LH,Charlottes,1,1,1,22,F,Y,Human biology,6,6,5,6,7,6,6,5,5,4,0,NA,2,6,1
A432,6/10/17,L,LH,Charlottes,1,1,1,23,F,N,Neurophysiologist,6,6,5,7,7,7,7,6,6,5,0,NA,2,6.5,1
A433,6/10/17,L,LH,Charlottes,1,1,1,27,0,N,Graphic designer,5,6,5,5,4,4,5,4,5,5,0,NA,2,4.666666667,1
A434,6/10/17,L,LH,Charlottes,1,1,1,43,F,N,Nurse practitioner,6,6,6,5,7,7,7,6,7,5,0,NA,2,6.5,1
A435,6/10/17,L,LH,Charlottes,1,1,1,24,F,Y,Graduate student,3,4,4,3,3,4,5,3,5,5,0,Pa,2,3.666666667,1
A436,6/10/17,L,LH,Charlottes,1,1,1,27,M,N,Marketing analyst,6,5,4,4,6,5,6,5,5,7,0,NA,2,5.5,1
A437,6/10/17,L,LH,Charlottes,1,1,1,26,F,N,0,7,5,6,5,7,6,6,5,7,4,0,Pa,2,6,1
A438,6/10/17,L,LH,Charlottes,1,1,1,22,F,Y,Nursing,6,6,5,7,7,6,6,7,7,5,0,NA,2,6.333333333,1
A439,6/15/17,L,LH,Stonefield,1,1,1,29,M,Y,Agriculture/Geography,6,5,7,7,5,6,7,6,7,6,0,NA,2,5.833333333,1
A440,6/10/17,L,LH,Charlottes,1,2,1,32,M,N,Consultant,5,3,6,2,4,4,4,3,6,6,0,NA,2,3.833333333,1
A441,6/10/17,H,LH,Charlottes,1,1,1,45,M,N,"MBA/MS/OTRK; Occupational therapist, therapy",5,2,6,4,3,3,3,2,7,7,0,Pa,2,3,1
A442,6/10/17,H,LH,Charlottes,1,2,1,45,M,N,Consultant,4,5,3,2,4,3,4,4,6,5,0,NA,2,4,1
A443,6/10/17,H,LH,Charlottes,1,1,1,30,M,N,Astrophysics,5,4,6,5,6,6,7,5,7,5,0,NA,2,5.5,1
A444,6/10/17,H,LH,Charlottes,1,1,1,41,F,N,0,5,6,6,6,6,6,7,6,5,4,0,NA,2,6,1
A445,6/10/17,H,LH,Charlottes,1,1,1,51,F,N,Teacher,5,3,5,3,4,4,5,4,6,5,0,NA,2,4.166666667,1
A446,6/10/17,H,LH,Charlottes,1,1,1,26,F,N,Pre-school teacher,6,5,5,7,6,7,7,6,7,6,0,NA,2,6.166666667,1
A447,6/10/17,H,LH,Charlottes,1,2,1,32,M,N,Security consultant,5,4,6,6,6,5,6,4,1,5,0,NA,2,5,1
A448,6/10/17,H,LH,Charlottes,1,1,1,20,M,Y,Archeology & environmental sciences,5,6,4,6,3,5,5,5,6,6,0,NA,2,4.833333333,1
A449,6/10/17,H,LH,Charlottes,1,1,1,28,F,Y,Ph.D. Student Engineering,5,4,5,7,6,4,5,5,7,4,0,Pa,2,4.833333333,1
A450,6/11/17,H,LH,Charlottes,1,1,1,27,F,N,Registered nurse,6,6,6,7,6,6,7,6,7,7,0,NA,2,6.166666667,1
A451,6/10/17,L,LH,Charlottes,1,1,1,32,M,N,Engineer,7,6,5,5,6,6,7,6,6,6,0,NA,2,6.333333333,1
A452,6/10/17,L,LH,Charlottes,1,1,1,52,M,N,Teacher,4, , , ,5,4,4, ,7,1,0,Pa,2,4.25,1
A453,6/10/17,L,LH,Charlottes,1,1,1,19,F,Y,Biology,4,4,5,4,4,4,4,4,7,5,0,NA,2,4,1
A454,6/10/17,L,LH,Charlottes,1,1,1,21,F,N,US Navy,6,6,5,6,6,6,7,6,7,5,0,NA,2,6.166666667,1
A455,6/10/17,L,LH,Charlottes,1,1,1,22,F,N,Nursing,6,6,6,7,6,6,7,6,6,6,0,NA,2,6.166666667,1
A456,6/10/17,L,LH,Charlottes,1,1,1,47,M,N,Fire marshal,4,5,5,4,3,4,4,4,6,5,0,NA,2,4,1
A457,6/10/17,L,LH,Charlottes,1,1,1,27,F,Y,Psychiatric nurse practitioner,7,6,5,6,7,7,7,6,7,5,0,NA,2,6.666666667,1
A458,6/10/17,L,LH,Charlottes,1,2,1,57,F,N,Education,5,5,5,5,6,5,6,4,5,4,0,Pa,2,5.166666667,1
A459,6/10/17,L,LH,Charlottes,1,1,1,56,F,Y,Executive director of non-profit,5,6,5,7,7,7,7,6,7,0,0,NA,2,6.333333333,1
A460,6/10/17,L,LH,Charlottes,1,2,1,51,F,N,RN,4,4,4,4,4,4,4,4,7,1,0,Pa,2,4,1
A461,6/10/17,H,LH,Charlottes,1,2,1,39,M,N,Softward developer,4,3,6,5,6,5,4,4,3,5,0,NA,2,4.333333333,1
A462,6/10/17,H,LH,Charlottes,1,1,1,19,M,Y,Physics,7,6,6,7,7,6,7,5,4,6,0,NA,2,6.333333333,1
A463,6/10/17,H,LH,Charlottes,1,1,1,33,F,N,Behavior analyst,7,6,7,7,7,7,7,6,7,4,0,Pa,2,6.666666667,1
A464,6/10/17,H,LH,Charlottes,1,1,1,54,F,N,Educational consultant,6, , , ,6,6,6, ,0,7,0,Pa,2,6,1
A465,6/10/17,H,LH,Charlottes,1,1,1,28,M,Y,Ph.D. student,4,4,4,4,7,6,4,4,7,7,0,NA,2,4.833333333,1
A466,6/10/17,H,LH,Charlottes,1,1,1,32,F,N,Lab technician (research),6,5,4,4,4,7,7,6,6,5,0,Pa,2,5.833333333,1
A467,6/10/17,H,LH,Charlottes,1,1,1,37,M,N,Research bioinformaticist,6,6,4,4,6,6,7,5,7,7,1,Ex,2,6,0
A468,6/10/17,H,LH,Charlottes,1,1,1,34,M,N,Software engineer,7,7,7,7,7,7,7,5,5,5,0,NA,2,6.666666667,1
A469,6/10/17,H,LH,Charlottes,1,1,1,21,M,Y,History,7,6,6,7,7,6,6,6,4,4,0,NA,2,6.333333333,1
A470,6/10/17,H,LH,Charlottes,1,1,1,23,F,Y,Medical student,7,6,5,7,7,7,7,7,7,5,0,NA,2,6.833333333,1
A471,6/10/17,L,LH,Charlottes,1,1,1,45,M,N,0,6,5,5,5,6,6,7,5,4,4,0,NA,2,5.833333333,1
A472,6/10/17,L,LH,Charlottes,1,1,1,62,F,N,0,6,7,7,7,6,6,7,6,6,6,0,NA,2,6.333333333,1
A473,6/10/17,L,LH,Charlottes,1,1,1,31,F,Y,Graduate student,6,4,6,6,6,6,6,6,4,4,0,NA,2,5.666666667,1
A474,6/10/17,L,LH,Charlottes,1,1,1,31,M,N,Mechanical engineering, ,6,4,3,5,5,4,4,6,6,0,NA,2,4.8,1
A475,6/10/17,L,LH,Charlottes,1,1,1,36,M,N,0,7,5,6,6,7,6,7,6,6,6,0,NA,2,6.333333333,1
A476,6/10/17,L,LH,Charlottes,1,1,1,34,F,N,0,5,5,6,4,4,5,7,5,6,5,0,NA,2,5.166666667,1
A477,6/10/17,L,LH,Charlottes,1,1,1,28,F,N,0,5,4,4,5,4,6,7,6,5,5,0,NA,2,5.333333333,1
A478,6/10/17,L,LH,Charlottes,1,1,1,26,F,Y,Statistics (graduate school),4,3,4,4,5,5,6,5,7,5,0,NA,2,4.666666667,1
A479,6/10/17,L,LH,Charlottes,1,2,1,65,F,N,0,7,6,6,6,7,6,7,6,7,4,0,NA,2,6.5,1
A480,6/10/17,L,LH,Charlottes,1,1,1,23,F,Y,Developmental biology,6,7,4,5,7,7,7,5,6,6,0,Pa,2,6.5,1
A481,6/10/17,H,LH,Charlottes,1,1,1,25,F,N,Social worker,5,7,5,6,6,6,7,6,6,5,0,NA,2,6.166666667,1
A482,6/10/17,H,LH,Charlottes,1,1,1,19,F,Y,Psychology,6,6,7,7,7,7,7,6,4,5,0,NA,2,6.5,1
A483,6/10/17,H,LH,Charlottes,1,1,1,50,F,N,Teacher,6,6,6,6,6,6,6,5,6,5,0,NA,2,5.833333333,1
A484,6/10/17,H,LH,Charlottes,1,1,1,74,F,N,IT,7,4,6,6,6,6,7,5,6,6,1,Ex,2,5.833333333,0
A485,6/10/17,H,LH,Charlottes,1,1,1,21,F,Y,Biochemistry,7,7,5,7,7,7,7,7,6,6,0,NA,2,7,1
A486,6/10/17,H,LH,Charlottes,1,1,1,20,F,Y,0,6,7,6,7,7,6,7,7,7,6,0,NA,2,6.666666667,1
A487,6/10/17,H,LH,Charlottes,1,2,1,47,F,N,CRC,5,5,6,6,5,6,6,5,7,6,0,NA,2,5.333333333,1
A488,6/10/17,H,LH,Charlottes,1,2,1,30,M,N,0,5,5,5,6,6,6,6,5,5,4,0,NA,2,5.5,1
A489,6/10/17,H,LH,Charlottes,1,1,1,21,F,Y,Global development,6,6,6,7,6,6,7,6,7,6,0,NA,2,6.166666667,1
A490,6/10/17,H,LH,Charlottes,1,1,1,20,F,Y,Kinesiology,3,4,4,4,3,4,4,3,6,6,0,NA,2,3.5,1
A491,6/10/17,L,LH,Charlottes,1,1,1,66,F,N,Higher educational administration,4,5,6,7,5,6,6,4,5,5,0,Pa,2,5,1
A492,6/10/17,L,LH,Charlottes,1,1,1,20,M,Y,History,6,6,5,7,6,6,7,7,5,6,0,NA,2,6.333333333,1
A493,6/10/17,L,LH,Charlottes,1,1,1,24,F,N,Pre-school teacher,7,7,5,7,7,7,7,7,4,4,0,NA,2,7,1
A494,6/10/17,L,LH,Charlottes,1,1,1,21,F,Y,Archeology/classics (latin),6,6,6,6,6,6,6,6,6,5,0,NA,2,6,1
A495,6/10/17,L,LH,Charlottes,1,1,1,33,M,N,Real estate,6,6,5,6,6,6,6,5,3,2,0,NA,2,5.833333333,1
A496,6/10/17,L,LH,Charlottes,1,1,1,28,F,Y,Nursing,6,6,6,6,6,6,6,6,5,3,0,NA,2,6,1
A497,6/10/17,L,LH,Charlottes,1,1,1,16,F,Y,0,7,6,4,7,7,6,7,6,5,5,1,Ex,2,6.5,0
A498,6/10/17,L,LH,Charlottes,1,1,1,46,F,Y,Nursing student,6,6,4,4,5,5,4,5,4,5,0,NA,2,5.166666667,1
A499,6/10/17,L,LH,Charlottes,1,1,1,23,F,N,Teacher,5,5,5,4,5,4,5,4,5,4,0,NA,2,4.666666667,1
A500,6/10/17,L,LH,Charlottes,1,1,1,24,F,N,0,6,5, ,6,5,5,5,4,5,4,0,NA,2,5,1
A501,6/15/17,H,LH,Stonefield,1,1,1,56,F,N,0, , ,5,4,4,7,4,4,7,4,0,Pa,2,4.75,1
A502,6/15/17,H,LH,Stonefield,1,1,1,60,F,N,0,2,2, ,7,2,1,1,1,7,7,0,NA,2,1.5,1
A503,6/15/17,H,LH,Stonefield,1,1,1,24,M,Y,Lawyer,6,6,3,7,6,6,7,6,4,6,0,NA,2,6.166666667,1
A504,6/15/17,H,LH,Stonefield,1,1,1,28,M,N,0,5,5,3,4,7,6,5,5,7,7,0,NA,2,5.5,1
A505,6/15/17,H,LH,Stonefield,1,1,1,19,F,N,0,6,6,5,7,7,6,7,6,4,5,0,NA,2,6.333333333,1
A506,6/15/17,H,LH,Stonefield,1,1,1,0,F,N,Education,5,3,3,3,4,4,5,4,5,6,1,Ex,2,4.166666667,0
A507,6/15/17,H,LH,Stonefield,1,1,1,26,F,N,Librarian/artist,5,3,5,4,5,5,6,3,5,7,0,NA,2,4.5,1
A508,6/22/17,H,LH,Stonefield,1,1,1,31,F,N,Scientist,5,6,5, , ,5,7,5,5,5,0,NA,2,5.6,1
A509,6/22/17,H,LH,Stonefield,1,1,1,24,F,Y,Ph.D. English,6,5,5,5,7,6,5,4,6,5,0,NA,2,5.5,1
A510,6/22/17,H,LH,Stonefield,1,1,1,25,M,N,Retail,6,5,6,6,7,6,5,5,6,5,0,NA,2,5.666666667,1
A511,6/15/17,L,LH,Stonefield,1,1,1,30,F,N,Neuroscientist turned at home mom,5,5,4,7,2,4,4,3,6,4,0,NA,2,3.833333333,1
A512,6/15/17,L,LH,Stonefield,1,1,1,25,F,N,0,6,6,5,7,7,6,7,6,5,4,0,NA,2,6.333333333,1
A513,6/15/17,L,LH,Stonefield,1,1,1,35,M,N,Restaurant Manager,6,5,6,6,6,6,7,6,7,7,0,NA,2,6,1
A514,6/22/17,L,LH,Stonefield,1,1,1,54,F,N,0,6,4,6,7,6,5,5,5,5,5,0,NA,2,5.166666667,1
A515,6/15/17,L,LH,Stonefield,1,1,1,24,F,N,RN,5,3,3,5,4,4,5,5,5,5,0,NA,2,4.333333333,1
A516,6/22/17,L,LH,Stonefield,1,1,1,55,F,N,Research assessor UVA,6,5,6,7,6,6,7,5,6,4,0,NA,2,5.833333333,1
A517,6/22/17,L,LH,Stonefield,1,1,1,55,F,N,Baker,7,5,7,7,7,7,7,7,3,3,0,NA,2,6.666666667,1
A518,6/22/17,L,LH,Stonefield,1,1,1,48,M,N,Military,6,5,6,5,7,6,7,5,5,6,0,NA,2,6,1
A519,6/22/17,L,LH,Stonefield,1,1,1,47,F,N,BSBA marketing / Massage therapist,6,6,5,5,6,5,5,5,4,6,0,NA,2,5.5,1
A520,6/22/17,L,LH,Stonefield,1,2,1,68,M,N,Physician - Retired,6,6,6,4,3,4,6,4,4,6,0,NA,2,4.833333333,1
A521,6/22/17,H,LH,Stonefield,1,1,1,58,M,N,Retired,6,5,5,7,7,5,5,6,1,3,0,NA,2,5.666666667,1
A522,6/22/17,H,LH,Stonefield,1,1,1,28,F,N,Event Planning,7,6,6,7,7,7,7,6,6,6,0,NA,2,6.666666667,1
A523,6/22/17,H,LH,Stonefield,1,1,1,29,F,N,Law Enforcement,6,5,5,6,7,5,7,5,6,6,0,NA,2,5.833333333,1
A524,6/24/17,H,LH,Charlottes,1,1,1,48,F,N,0,4,4,6,5,4,6,4,3,4,4,0,Pa,2,4.166666667,1
A525,6/24/17,H,LH,Charlottes,1,2,1,23,M,N,0,4,4,5,4,3,4,4,4,6,4,0,NA,2,3.833333333,1
A526,6/24/17,H,LH,Charlottes,1,1,1,43,F,N,0,7,7,4,7,7,7,7,4,7,6,0,NA,2,6.5,1
A527,6/24/17,H,LH,Charlottes,1,2,1,34,F,Y,History,6,7,3,4,1,4,5,6,7,7,1,Ex,2,4.833333333,0
A528,6/24/17,H,LH,Charlottes,1,1,1,22,F,Y,"Science journalism, Spanish",6,5,5,7,7,5,5,5,7,6,0,NA,2,5.5,1
A529,6/24/17,H,LH,Charlottes,1,1,1,16,F,Y,High school student,7,5,6,3,7,4,7,5,5,5,1,Ex,2,5.833333333,0
A530,6/24/17,H,LH,Charlottes,1,1,1,35,M,N,Actor,7, , ,7,7,7,7,7,5,5,0,Pa,2,7,1
A531,6/22/17,L,LH,Stonefield,1,1,1,56,F,N,0,6,6,6,5,6,6,6,5,6,4,0,NA,2,5.833333333,1
A532,6/22/17,L,LH,Stonefield,1,1,1,28,M,N,Police officer,3,5,5,6,4,4,2,2,6,6,0,NA,2,3.333333333,1
A533,6/22/17,L,LH,Stonefield,1,2,1,28,M,N,0,4,4,5,5,5,5,6,4,5,5,0,NA,2,4.666666667,1
A534,6/24/17,L,LH,Charlottes,1,2,1,54,F,N,Business HR,4,6,4,7,4,6,7,5,7,5,0,NA,2,5.333333333,1
A535,6/24/17,L,LH,Charlottes,1,2,1,58,F,N,Barn manager,5,6,6,6,6,6,5,5,6,4,0,NA,2,5.5,1
A536,6/24/17,L,LH,Charlottes,1,2,1,69,F,N,Retired,6,5, , ,6,6,7,5,6,6,1,Ex,2,5.833333333,0
A537,6/24/17,L,LH,Charlottes,1,2,1,49,M,N,Professor,6,6,4,4,6,6,6,5,6,5,1,Ex,2,5.833333333,0
A538,6/24/17,L,LH,Charlottes,1,1,1,72,M,N,"Attourney, adjunct professor", , ,7, ,7,7, , ,7,7,1,Ex,2,7,0
A539,6/24/17,L,LH,Charlottes,1,1,1,25,M,N,Internet marketing,6,6,6,4,6,6,7,4,4,4,0,NA,2,5.833333333,1
A540,6/24/17,L,LH,Charlottes,1,1,1,37,F,N,High school teacher,7,7,7,7,7,7,6,6,7,6,0,NA,2,6.666666667,1
A541,6/24/17,H,LH,Charlottes,1,1,1,16,M,Y,High school,7,6,3,6,7,7,7,6,1,4,1,Ex,2,6.666666667,0
A542,6/24/17,H,LH,Charlottes,1,1,1,57,F,N,Artist,7,7,6,5,6,4,7,7,7,4,1,Ex,2,6.333333333,0
A543,6/24/17,H,LH,Charlottes,1,1,1,54,F,N,Director of communications,5,5,5,6,6,6,6, ,7,6,0,Pa,2,5.6,1
A544,6/24/17,H,LH,Charlottes,1,1,1,28,F,N,Accountant,6,7,6,7,7,7,6,5,6,5,0,NA,2,6.333333333,1
A545,6/24/17,H,LH,Charlottes,1,1,1,27,F,N,Teacher,6,6,6,7,7,7,7,7,5,4,0,NA,2,6.666666667,1
A546,6/24/17,H,LH,Charlottes,1,1,1,20,F,Y,"Psychology, Youth social innovation",6,5,6,7,5,6,6,5,5,5,0,NA,2,5.5,1
A547,6/24/17,H,LH,Charlottes,1,1,1,30,F,N,Event Planner,7,7, ,7,7,7,7,6,6,5,0,Pa,2,6.833333333,1
A548,6/24/17,H,LH,Charlottes,1,1,1,19,F,Y,Political and social thought,6,5,4,7,7,6,6,5,5,5,0,NA,2,5.833333333,1
A549,6/24/17,H,LH,Charlottes,1,1,1,33,F,N,Social work,5,5,4,7,5,5,6,5,5,5,1,Ex,2,5.166666667,0
A550,6/24/17,H,LH,Charlottes,1,1,1,33,F,N,Social work,5,5,4,4,5,5,5,5,3,5,1,Ex,2,5,0
A551,6/24/17,L,LH,Charlottes,1,1,1,39,F,N,Softward developer,5,5,5,6,6,6,6,6,3,5,0,NA,2,5.666666667,1
A552,6/24/17,L,LH,Charlottes,1,1,1,58,F,N,0,6,5,5, ,7,6,6,5,1,3,0,Pa,2,5.833333333,1
A553,6/24/17,L,LH,Charlottes,1,2,1,58,M,N,CRNA,5,5,4,7,7,6,1,4,2,5,0,NA,2,4.666666667,1
A554,6/24/17,L,LH,Charlottes,1,1,1,55,F,N,0,7,6,6,7,7,6,6,6,4,5,0,NA,2,6.333333333,1
A555,6/24/17,L,LH,Charlottes,1,2,1,80,F,N,Retired psychologist,6,5,5,6,6,6,7,5,4,6,0,NA,2,5.833333333,1
A556,6/24/17,L,LH,Charlottes,1,1,1,18,F,Y,Undecided,6,6,7,7,7,6,7,6,5,5,0,NA,2,6.333333333,1
A557,6/24/17,L,LH,Charlottes,1,1,1,47,M,N,Attourney,5,6,7,7,5,5,7,6,6,6,0,NA,2,5.666666667,1
A558,6/24/17,L,LH,Charlottes,1,1,1,25,M,Y,Biomedical engineering Ph.D. student,7,6,4,7,7,7,7,4,7,7,0,NA,2,6.333333333,1
A559,6/24/17,L,LH,Charlottes,1,1,1,25,F,Y,Grad student - infectious disease,6,7,6,5,7,7,7,5,6,6,0,NA,2,6.5,1
A560,6/24/17,L,LH,Charlottes,1,1,1,63,F,N,Clergy,7,6,7,7,7,7,7, ,5,5,0,Pa,2,6.8,1
A561,6/24/17,H,LH,Charlottes,1,1,1,38,F,N,University librarian,7,5, ,6,6,7,7,6,6,5,0,Pa,2,6.333333333,1
A562,6/24/17,H,LH,Charlottes,1,1,1,27,F,N,Marketing,5,4,4,5,6,5,5,4,7,5,0,NA,2,4.833333333,1
A563,6/24/17,H,LH,Charlottes,1,1,1,50,F,N,Software developer,7, , ,7,7,7,7, ,7,6,1,Ex,2,7,0
A564,6/24/17,H,LH,Charlottes,1,1,1,28,F,Y,Biomedical engineering,7,7,6,6,6,6,7,6,5,5,0,NA,2,6.5,1
A565,6/29/17,H,LH,Stonefield,1,1,1,20,F,Y,Graphic designer/communications,5,6,6,5,6,6,7,6,7,7,0,NA,2,6,1
A566,6/29/17,H,LH,Stonefield,1,1,1,49,F,N,High school teacher, , , , ,6, ,6, ,6,6,1,Ex,2,6,0
A567,6/29/17,H,LH,Stonefield,1,1,1,25,M,N,Program director & coach,6,5,4,7,5,5,6,5,5,6,0,NA,2,5.333333333,1
A568,6/29/17,H,LH,Stonefield,1,1,1,52,F,N,Registered nurse,6,7,4,6,2,4,2,3,4,4,0,NA,2,4,1
A569,6/29/17,H,LH,Stonefield,1,1,1,18,M,Y,"Pre-law (""but who knows in a year"")",6,4,7,7,6,6,6,6,5,7,0,NA,2,5.666666667,1
A570,6/22/17,H,LH,Stonefield,1,1,1,30,F,N,Research Associate,6,6,6,6,7,7,7,6,5,5,0,NA,2,6.5,1
A571,6/24/17,L,LH,Charlottes,1,1,1,71,M,N,Environmental science/retired,7,4,6,7,6,6,7,6,7,7,0,NA,2,6,1
A572,6/24/17,L,LH,Charlottes,1,1,1,26,F,Y,Biomedical engineering,6,6,7,7,7,6,7,7,7,7,0,NA,2,6.5,1
A573,6/24/17,L,LH,Charlottes,1,1,1,29,M,N,Software engineering,6,6,5,7,4,6,6,6,7,6,0,Pa,2,5.666666667,1
A574,6/24/17,L,LH,Charlottes,1,1,1,64,M,N,0,7,6,6,7,6,6,6,6,5,5,0,NA,2,6.166666667,1
A575,6/29/17,L,LH,Stonefield,1,2,1,27,F,N,Teacher,7,6,6,7,5,6,6,6,4,6,0,NA,2,6,1
A576,6/29/17,L,LH,Stonefield,1,1,1,32,F,N,Manager (vocational area counseling),5,4,4, ,5,5,6,4,7,6,0,Pa,2,4.833333333,1
A577,6/29/17,L,LH,Stonefield,1,1,1,55,F,N,Trainer/teacher,7,6,7,6,7,7,7,6,7,6,0,NA,2,6.666666667,1
A578,6/29/17,L,LH,Stonefield,1,2,1,35,F,N,0,5,7,5,5,7,6,7,5,4,4,0,NA,2,6.166666667,1
A579,6/29/17,L,LH,Stonefield,1,1,1,73,M,N,0,5,3,5,3,4,5,5,4,5,5,0,NA,2,4.333333333,1
A580,6/29/17,L,LH,Stonefield,1,1,1,47,F,N,Editor,6,6,6,4,4,7,7,4,4,5,0,Pa,2,5.666666667,1
A581,6/29/17,H,LH,Stonefield,1,1,1,25,F,N,Occupational therapist,5,5,4,4,5,5,5,5,5,5,0,NA,2,5,1
A582,6/29/17,H,LH,Stonefield,1,1,1,51,F,N,Systems analyist,5,6,6,5,6,6,6,5,6,5,0,NA,2,5.666666667,1
A583,6/29/17,H,LH,Stonefield,1,1,1,63,F,N,Teacher,6, ,5,6,4,6,7,6,7,7,0,NA,2,5.8,1
A584,6/29/17,H,LH,Stonefield,1,1,1,43,F,Y,Communications,7,6,6,7,7,7,7,6,7,5,0,NA,2,6.666666667,1
A585,6/29/17,H,LH,Stonefield,1,1,1,37,F,N,Stay at home mom,7,7,7,7,7,7,7,5,7,7,0,NA,2,6.666666667,1
A586,6/29/17,H,LH,Stonefield,1,1,1,42,F,N,0,7,7,5,6,7,7,7,5,7,5,0,NA,2,6.666666667,1
A587,6/29/17,H,LH,Stonefield,1,1,1,47,M,N,"Computer science, principal scientist",4,4,4,6,4,4,3,2,5,5,0,NA,2,3.5,1
A588,7/6/17,H,LH,Stonefield,1,2,1,70,M,N,Sales,7,7,5,5,4,6,7, ,7,6,0,Pa,2,6.2,1
A589,6/29/17,H,LH,Stonefield,1,1,1,50,M,N,Finance,6,6,4,7,5,5,6,5,7,6,0,NA,2,5.5,1
A590,7/6/17,H,LH,Stonefield,1,1,1,20,M,Y,Computer science,7,7,5,7,7,7,7,5,5,6,0,NA,2,6.666666667,1
A591,6/29/17,L,LH,Stonefield,1,2,1,79,M,N,Teacher,6,6,6,7,5,6,7,5,5,5,0,NA,2,5.833333333,1
A592,6/29/17,L,LH,Stonefield,1,1,1,29,F,N,Retail management,6,7,6,7,7,6,6,6,7,7,0,NA,2,6.333333333,1
A593,6/29/17,L,LH,Stonefield,1,1,1,20,F,Y,Finance,5,4,6,6,5,5,5,4,5,5,0,NA,2,4.666666667,1
A594,6/29/17,L,LH,Stonefield,1,1,1,21,M,Y,GM,5,6,6,7,6,5,6,5,7,7,0,NA,2,5.5,1
A595,6/29/17,L,LH,Stonefield,1,2,1,34,M,N,CS/President of Small R&D business,2,2,4,2,2,2,1,1,7,5,0,NA,2,1.666666667,1
A596,6/29/17,L,LH,Stonefield,1,2,1,36,F,N,"Local government, workforce development",3,3,4,3,2,3,3,2,7,5,0,NA,2,2.666666667,1
A597,6/29/17,L,LH,Stonefield,1,2,1,31,M,N,Software engineer,6,7,6,5,6,6,7,7,5,5,0,NA,2,6.5,1
A598,7/6/17,L,LH,Stonefield,1,2,1,45,M,N,Systems engineering: chief innovation officer,4,5,6,7,5,5,6,3,6,5,0,NA,2,4.666666667,1
A599,7/6/17,L,LH,Stonefield,1,2,1,39,F,N,Preschool Teacher,6,6,6,6,7,6,7,6,6,6,0,NA,2,6.333333333,1
A600,7/6/17,L,LH,Stonefield,1,1,1,27,M,N,0,7,7,7,7,7,7,7,7,7,7,0,NA,2,7,1
A601,7/6/17,H,LH,Stonefield,1,1,1,54,F,N,"Sociology B.S., Clinical psych M.A.",6,4, ,5,7,6,7,5,2,6,1,Ex,2,5.833333333,0
A602,7/6/17,H,LH,Stonefield,1,1,1,37,F,N,Constultant,5,5,5,5,5,5,5,5,6,6,1,Ex,2,5,0
A603,7/6/17,H,LH,Stonefield,1,1,1,59,F,N,Self employed,6,7,7,7,7,7,7,6,7,6,0,NA,2,6.666666667,1
A604,7/6/17,H,LH,Stonefield,1,2,1,22,M,N,Physics/math/engineering job,5,5,7,6,6,6,7,5,7,4,0,NA,2,5.666666667,1
A605,7/8/17,H,LH,Charlottes,1,1,1,70,F,N,Retired teacher,7,7, ,7,7,7,7, ,7,5,0,NA,2,7,1
A606,7/8/17,H,LH,Charlottes,1,1,1,26,F,N,Consultant,5,5,7,6,5,6,6,5,7,5,0,NA,2,5.333333333,1
A607,7/8/17,H,LH,Charlottes,1,1,1,69,F,N,Retired humanities professor,6,6, ,6,6,6,7,6,4,3,0,Pa,2,6.166666667,1
A608,7/8/17,H,LH,Charlottes,1,2,1,20,M,Y,Marketing,7,6,7,7,7,7,4,6,7,5,0,NA,2,6.166666667,1
A609,7/8/17,H,LH,Charlottes,1,1,1,57,M,N,Science teacher,7,7,6,6,7,7,7,6,7,6,0,NA,2,6.833333333,1
A610,7/8/17,H,LH,Charlottes,1,2,1,71,F,N,Retired,6,5,6, ,6,6,6,6,7,7,0,NA,2,5.833333333,1
